Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD4_Tbet,CD4_Foxp3,CD4_RoRgt,CD4_Tbet_RoRgt,CD4_CD11a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media3_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media3_IFNg,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD4_aCD3_IL2,CD4_p300_IL2,CD4_media_IL2,CD4_aCD3_IL17,CD4_p300_IL17,CD4_media_IL17,CD4_aCD3_IFNg_IL17,CD4_p300_IFNg_IL17,CD4_media_IFNg_IL17,CD4_aCD3_IFNg_TNF_IL2,CD4_p300_IFNg_TNF_IL2,CD4_media_IFNg_TNF_IL2,CD4_aCD3_TNF_IL2,CD4_p300_TNF_IL2,CD4_media_TNF_IL2
C57BL6,RL-03,Jax,64,0,6.045322979,5.284430734,29490756.3,0.363,0.63,0.207,0.0323,0.673,0.483,0.014,0.0054,0.0111,0.613,0.472,0.181,0.11,0.441,0.102,0.0156,0.156,0.0215,0.0077,0.0383,0.0089,0.0014,0.0739,0.0097,0.0029,0.0245,0.0029,0,0.0227,0.0043,0,0.0351,0.0086,0.001
C57BL6,RL-03,Jax,65,0,5.913813852,5.23299611,21332773.11,0.349,0.71,0.141,0.0205,0.685,0.466,0.0163,0.0081,0.0113,0.504,0.382,0.182,0.0886,0.409,0.0607,0.0118,0.103,0.0161,0.0066,0.0239,0.0179,0.0007,0.0445,0.0054,0.0032,0.015,0.0018,0,0.0142,0.0021,0,0.0229,0.0036,0
C57BL6,RL-03,Jax,66,1,5.544068044,4.477121255,31472268.91,0.389,0.776,0.0841,0.0225,0.64,0.618,0.0202,0.0103,0.0151,0.595,0.491,0.215,0.123,0.284,0.0325,0.0219,0.131,0.0176,0.0055,0.0261,0.0187,0.0018,0.054,0.0092,0.0037,0.0204,0.0011,0.0009,0.0147,0.0019,0,0.0249,0.0053,0.0018
C57BL6,RL-03,Jax,67,1,4.531478917,3.556302501,4506050.42,0.349,0.712,0.204,0.0188,0.679,0.126,0.0165,0.0201,0.0088,0.361,0.0848,0.0494,0.024,0.0759,0.0182,0.0015,0.0294,0.0087,0.0009,0.0095,0.0052,0.0028,0.0194,0.0076,0.0046,0.0038,0.0023,0.0005,0.0047,0.0023,0,0.0071,0.0035,0.0009
C57BL6,RL-03,Jax,68,1,4.963787827,3.215725665,20077310.92,0.382,0.749,0.17,0.0199,0.649,0.0727,0.0153,0.0052,0.002,0.254,0.0884,0.0301,0.0059,0.0487,0.0126,0.0022,0.0411,0.0047,0.0004,0.0208,0.0136,0.0034,0.0214,0.0025,0.0017,0.0077,0.0007,0,0.0111,0.0011,0.0004,0.0194,0.0021,0.0008
C57BL6,RL-03,Jax,69,1,5.269512944,4.137775961,21110924.37,0.304,0.744,0.152,0.0272,0.719,0.157,0.0287,0.0365,0.0098,0.33,0.191,0.0704,0.0119,0.106,0.0501,0.0234,0.0876,0.0077,0.005,0.0306,0.004,0,0.0666,0.0065,0.002,0.0275,0.0028,0,0.0174,0.0006,0,0.028,0.0031,0
C57BL6,RL-03,Jax,70,1,5.748188027,3.848189117,26107563.03,0.332,0.723,0.123,0.0318,0.692,0.143,0.0217,0.0121,0.0059,0.64,0.147,0.0819,0.0192,0.169,0.0637,0.0284,0.0501,0.006,0,0.0242,0.0013,0.0009,0.0275,0.001,0.0017,0.0092,0,0,0.0116,0.0007,0,0.0199,0.0013,0.0009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC059,RL-07,UNC,113,0,6.515873844,3.512328563,6723628.357,0.292,0.565,0.0968,0.0108,0.673,0.295,0.0381,0.0286,0.0095,1,0.341,0.0441,0.0118,0.181,0.029,0.0328,0.304,0.0782,0.0453,0.023,0.003,0,0.0085,0.007,0.0098,0.0024,0,0,0.0158,0,0,0.0109,0,0
CC059,RL-07,UNC,114,0,6.629409599,3.268343914,9631685.365,0.279,0.655,0.06,0.01,0.685,0.275,0.0458,0.0076,0,1,0.358,0.0952,0.05,0.148,0.0466,0.0828,0.358,0.138,0.171,0.03,0.0042,0.0079,0.0174,0.0063,0.0184,0.0095,0.0021,0,0.0174,0.0021,0,0.011,0.0021,0
CC059,RL-07,UNC,115,0,6.156347201,3.091666958,11060644.41,0.323,0.597,0.0685,0.0121,0.64,0.304,0.0541,0.0068,0,1,0.436,0.11,0.0277,0.262,0.14,0.0418,0.389,0.249,0.108,0.0315,0.0147,0.0028,0.0178,0.0088,0.0069,0.0074,0.0052,0.0014,0.0241,0.0103,0,0.0137,0.0059,0
CC059,RL-07,UNC,116,0,6.670864066,4.774516966,11251172.28,0.262,0.438,0.146,0.0278,0.707,0.381,0.0317,0,0.0159,1,0.375,0.132,0.0318,0.285,0.117,0.124,0.441,0.285,0.261,0.0333,0.0189,0.0041,0.0277,0.0132,0.0069,0.0092,0.0076,0,0.024,0.0076,0,0.0185,0.0057,0
CC059,RL-07,UNC,117,0,6.929418926,3.572096768,19719634.85,0.19,0.364,0.0764,0.0618,0.771,0.21,0.07,0.01,0,0.941,0.568,0.298,0.0498,0.206,0.103,0.0619,0.523,0.346,0.286,0.104,0.0548,0.0064,0.034,0.0183,0.0096,0.0195,0.0122,0.0008,0.0813,0.0441,0.0016,0.0496,0.032,0.0024
CC059,RL-07,UNC,118,1,5.559507641,2.607455023,11336408.44,0.288,0.628,0.0349,0,0.662,0.176,0.0556,0.0093,0.0185,0,0.396,0.136,0.0375,0.253,0.137,0.0793,0.416,0.15,0.253,0.0511,0.0159,0.0071,0.0173,0.0021,0.0081,0.0061,0,0,0.0268,0.0117,0.001,0.0104,0.0096,0.002
CC059,RL-07,UNC,119,1,5.301029996,2.86332286,7591031.568,0.321,0.519,0.108,0.0043,0.636,0.183,0.0667,0.0333,0,1,0.209,0.103,0.0216,0.141,0.0745,0.0725,0.283,0.175,0.0914,0.013,0.0136,0.002,0.009,0.0045,0.0007,0.003,0.0015,0,0.009,0.0076,0,0.004,0.0061,0
CC059,RL-07,UNC,120,1,5.621868385,2.602059991,4146488.182,0.353,0.505,0.0971,0.0097,0.599,0.163,0.0673,0.0288,0,1,0.186,0.0573,0.03,0.18,0.0545,0.115,0.147,0.0951,0.11,0.0174,0.0061,0.005,0.0081,0.0061,0.005,0,0.0012,0,0.0105,0.0024,0,0.0093,0.0012,0
CC059,RL-07,UNC,121,1,4.944482672,1.301029996,5393275.841,0.315,0.51,0.11,0.0172,0.639,0.338,0.0473,0.0068,0.0135,0.6,0.199,0.04,0.0262,0.2,0.0444,0.0262,0.205,0.0905,0.14,0.0065,0.0063,0.0048,0.0065,0.0021,0.0048,0.0026,0,0,0.0039,0.0011,0,0.0039,0.0011,0
CC059,RL-07,UNC,122,1,4.51851394,2.970811611,9309125.019,0.334,0.596,0.078,0.0138,0.622,0.238,0.0692,0.0077,0,0,0.245,0.0563,0.0317,0.118,0.0585,0.0481,0.231,0.0341,0.0878,0.0163,0.004,0.0051,0.007,0.0016,0.0061,0.0023,0,0,0.0109,0.0016,0,0.0062,0.0016,0.001
CC041,RL-07,UNC,123,0,5.977723605,4.385606274,7318610.136,0.109,0.27,0.111,0,0.872,0.118,0.0588,0,0,0,0.391,0.136,0.0654,0.154,0.137,0.0286,0.121,0.0271,0.0719,0.0498,0.0136,0,0.0249,0.0045,0,0.0107,0,0,0.0285,0,0,0.0071,0,0
CC041,RL-07,UNC,124,0,5.838849091,2.33243846,6516387.513,0.1,0.39,0.0488,0.0854,0.864,0.0312,0.281,0,0,1,0.367,0.224,0.0955,0.153,0.132,0.0711,0.289,0.0735,0.0828,0.0652,0.0408,0,0.0407,0.0041,0,0.0265,0,0,0.0509,0.0163,0,0.0143,0.0163,0
CC041,RL-07,UNC,125,0,6.033423755,2.322219295,7258443.439,0.145,0.285,0.203,0.0732,0.834,0.143,0.114,0,0,0.889,0.28,0.188,0.0408,0.158,0.163,0.0596,0.2,0.0333,0,0.0291,0.0042,0,0.0073,0,0,0,0,0,0.0145,0,0,0.0036,0,0
CC041,RL-07,UNC,126,0,5.382017043,2.146128036,7736434.419,0.149,0.333,0.0833,0.0208,0.825,0.156,0.281,0,0,1,0.307,0.216,0.0482,0.15,0.191,0.0865,0.123,0.0836,0.0321,0.036,0.0453,0.008,0.0257,0.0174,0,0.012,0.007,0,0.0257,0.0209,0,0.0154,0.007,0
CC041,RL-07,UNC,127,0,6.73239376,1.929418926,8092420.708,0.177,0.347,0.105,0.0242,0.788,0.093,0.116,0.0698,0.0233,0.667,0.282,0.196,0.0778,0.144,0.236,0.0746,0.153,0.142,0.0821,0.0531,0.0667,0.0065,0.0365,0.0267,0.0065,0.0182,0.0044,0.0022,0.0332,0.0089,0.0022,0.0066,0,0
CC041,RL-07,UNC,128,1,6.256878032,3.007178585,9327509.287,0.117,0.2,0.025,0.05,0.859,0.0625,0.0625,0,0,0.25,0.193,0.158,0.0436,0.106,0.0431,0.0638,0.152,0.0819,0.0336,0.0283,0,0.0067,0.0103,0.0234,0.0034,0,0,0,0.018,0,0.0034,0.0051,0,0
CC041,RL-07,UNC,129,1,5.770852012,1,4686317.155,0.117,0.451,0.0442,0.0442,0.863,0.0588,0.0196,0,0,0.6,0.434,0.17,0.0505,0.0964,0.0073,0.0244,0.235,0.0948,0.0242,0.0219,0.0151,0.0061,0.0068,0.0108,0.0101,0.0027,0.0043,0.002,0.0137,0.0129,0,0.0068,0.0043,0
CC041,RL-07,UNC,130,1,6.123851641,2.06069784,6334216.126,0.156,0.318,0.0152,0.053,0.824,0.0714,0.0238,0.0238,0.0238,0,0.395,0.121,0.0422,0.156,0.0153,0.0329,0.263,0.117,0.0802,0.0263,0.0081,0.0042,0.0263,0.0162,0.0042,0,0,0,0.0263,0.004,0.0042,0,0,0.0042
CC041,RL-07,UNC,131,1,6.278753601,1.602059991,6558169.941,0.17,0.301,0.0205,0.0411,0.791,0.114,0.0682,0,0,0.333,0.46,0.267,0.0814,0.0874,0.0424,0.0064,0.402,0.13,0.0797,0.05,0.0711,0.0068,0.0262,0.027,0,0.0095,0.0049,0,0.0429,0.0343,0,0.0214,0.0123,0
CC041,RL-07,UNC,132,1,4.819543936,,4804979.251,0.161,0.341,0.017,0.102,0.796,0.133,0.1,0.0333,0.0167,0.611,0.241,0.143,0.0604,0.0664,0.022,0.027,0.201,0.0779,0.0676,0.0388,0.013,0,0.0174,0.013,0,0.0054,0.0065,0,0.0241,0.0065,0,0.0161,0,0
CC072,RL-07,UNC,133,0,5.319453078,3.15330662,9940875.334,0.293,0.299,0.0658,0.166,0.669,0.126,0.0419,0.0105,0,0.802,0.246,0.111,0.0244,0.207,0.0871,0.0803,0.278,0.153,0.177,0.0503,0.0169,0.0024,0.0436,0.0139,0.0134,0.0008,0,0,0.036,0.0154,0.0024,0.0419,0.0154,0.0024
CC072,RL-07,UNC,134,0,5.698100546,4.101517955,20389825,0.212,0.369,0.0349,0.0789,0.747,0.109,0.0547,0.0199,0.005,0.674,0.207,0.137,0.0439,0.22,0.199,0.383,0.276,0.0796,0.171,0.0416,0.0277,0.0033,0.0438,0.0145,0.019,0.0071,0.0021,0.0025,0.0265,0.0194,0.0017,0.0372,0.0194,0.0025
CC072,RL-07,UNC,135,0,5.785329835,4.217483944,14040567.2,0.238,0.23,0.0461,0.217,0.713,0.18,0.09,0.03,0.01,0.66,0.232,0.0831,0.0261,0.207,0.179,0.442,0.327,0.14,0.206,0.0372,0.0136,0.0046,0.0241,0.0054,0.0046,0.0033,0,0,0.0329,0.0082,0.0015,0.035,0.0095,0.0031
CC072,RL-07,UNC,136,0,6.591064607,3.973127854,10393796.86,0.352,0.325,0.0793,0.0818,0.618,0.11,0.063,0.0079,0.0079,0.812,0.187,0.0941,0.0317,0.165,0.0703,0.0806,0.262,0.145,0.0892,0.0245,0.0089,0,0.0325,0.0133,0.0072,0.0019,0,0,0.0189,0.0071,0,0.0198,0.0071,0
CC072,RL-07,UNC,137,0,5.452297671,4.049218023,18155300.73,0.205,0.33,0.051,0.17,0.74,0.196,0.0825,0.0309,0,0.52,0.236,0.0797,0.026,0.173,0.078,0.0619,0.303,0.157,0.184,0.0274,0.0045,0,0.0237,0.0134,0.0049,0.0082,0.0036,0,0.0193,0.0045,0,0.0215,0.0045,0
CC072,RL-07,UNC,138,1,,2.217483944,18110175.71,0.221,0.406,0.0351,0.0607,0.732,0.102,0.0787,0.0394,0.0236,0.421,0.328,0.16,0.0151,0.289,0.256,0.106,0.532,0.166,0.168,0.0742,0.0345,0.0018,0.13,0.0599,0.0213,0.067,0.0314,0.0036,0.0567,0.0288,0.0009,0.067,0.031,0.0009
CC072,RL-07,UNC,139,1,5.008600172,3.69019608,14124132.05,0.201,0.418,0.0459,0.0459,0.766,0.0976,0,0.0244,0,0.556,0.237,0.0957,0.0128,0.402,0.374,0.333,0.397,0.204,0.18,0.0509,0.0132,0,0.064,0.0246,0.0075,0.0245,0.0103,0,0.0324,0.0115,0,0.0411,0.012,0
CC072,RL-07,UNC,140,1,5.017033339,3.25446751,34213123.57,0.237,0.0996,0.0194,0.255,0.733,0.117,0.0519,0,0,0.772,0.252,0.0922,0.013,0.535,0.633,0.637,0.528,0.26,0.269,0.0614,0.0215,0,0.3,0.177,0.162,0.0172,0.0096,0.0032,0.0401,0.0183,0,0.0499,0.0188,0
CC072,RL-07,UNC,141,1,4.462397998,2.707570176,12827205.48,0.206,0.386,0.0214,0.129,0.752,0.0926,0.037,0.0093,0,0.5,0.297,0.18,0.032,0.421,0.472,0.479,0.438,0.31,0.226,0.0392,0.0312,0.0027,0.043,0.0285,0.0113,0.0123,0.0098,0.0013,0.0345,0.024,0,0.0359,0.0267,0.0013
CC072,RL-07,UNC,142,1,4.707570176,2.311753861,20461690.77,0.27,0.473,0.0177,0.0398,0.675,0.131,0.103,0.0467,0.0374,0.889,0.323,0.241,0.0479,0.493,0.557,0.52,0.462,0.309,0.259,0.0775,0.0848,0.005,0.0915,0.0774,0.024,0.0416,0.0397,0.0075,0.0625,0.0718,0.004,0.0696,0.0755,0.0044
CC040,RL-07,UNC,143,0,6.751279104,1.84509804,6691873.712,0.257,0.075,0.0125,0.075,0.707,0.167,0.333,0,0,0.333,0.215,0.0564,0.0583,0.233,0.131,0.3,0.0863,0.0182,0,0.0199,0.0018,0,0.0088,0.0091,0,0,0,0,0.0066,0.0018,0,0.0133,0.0018,0
CC040,RL-07,UNC,144,0,6.819543936,3.027349608,7019447.95,0.368,0.064,0.0349,0.0233,0.588,0.0909,0.0909,0.0909,0.0909,0,0.25,0.0657,0.0783,0.0909,0.071,0.0774,0.125,0.0104,0.0184,0.0625,0,0,0,0.0173,0.0092,0,0,0,0,0,0,0.0625,0,0
CC040,RL-07,UNC,145,0,4.531478917,2.40654018,6021683.562,0.273,0.0653,0.0137,0.103,0.691,0.474,0.0526,0,0,0.5,0.256,0.072,0.075,0.209,0.111,0,0.0673,0,0.075,0.0224,0,0,0.0045,0.0076,0,0,0,0,0.009,0,0,0.0135,0,0
CC040,RL-07,UNC,146,0,6.698970004,3.278753601,8714143.24,0.316,0.0855,0.0235,0.118,0.644,0.3,0.15,0.025,0,0.127,0.269,0.127,0.0733,0.165,0.15,0.154,0.117,0.0145,0.02,0.0343,0.0036,0,0.0143,0.0145,0.0267,0,0,0,0.0171,0,0,0.0314,0,0
CC040,RL-07,UNC,147,0,7.008600172,1.77815125,18666717.65,0.251,0.0363,0.0073,0.0247,0.71,0.16,0.24,0.16,0.08,0.588,0.186,0.0956,0.0374,0.36,0.521,0.321,0.151,0.0134,0.0654,0.054,0.0134,0,0.0183,0.0115,0,0.0046,0,0,0.0221,0.0019,0,0.0342,0.0076,0
CC040,RL-07,UNC,148,1,7.33243846,2.161368002,17403217.02,0.258,0.0851,0.0309,0.0807,0.71,0.0909,0.0779,0.013,0,0.219,0.324,0.197,0.148,0.27,0.729,0.215,0.107,0.0387,0.0779,0.0442,0.0102,0,0.0257,0.0137,0.0164,0.0113,0.0102,0.0041,0.0237,0.008,0,0.0278,0.0091,0
CC040,RL-07,UNC,149,1,6.730243783,1.77815125,3324209.993,0.288,0.129,0.118,0.157,0.676,0.186,0.128,0.0233,0.0116,0.571,0,0,0,0.138,0.158,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC040,RL-07,UNC,150,1,7.46834733,4.141449773,4238409.524,0.243,0.225,0.0263,0.0877,0.712,0.182,0.0779,0.026,0.013,0.467,0.0667,0,0.0455,0.333,0.333,0.222,0,0,0,0,0,0,0,0.0769,0.0455,0,0,0,0,0,0,0,0,0
CC040,RL-07,UNC,151,1,5.72916479,2.955848036,3538136.026,0.261,0.222,0.0117,0.0729,0.693,0.145,0.118,0.0263,0.0132,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC040,RL-07,UNC,152,1,7.741151599,3.06694679,1997200.071,0.304,0.05,0.0188,0.1,0.651,0.188,0.25,0.0625,0.0625,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC026,RL-07,UNC,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,156,0,6.037426498,4.875061263,5105812.735,0.194,0.48,0.0665,0.0616,0.794,0.0718,0.0564,0.0154,0,0.28,0,0,0,0,0.167,0.333,1,0.111,0.5,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0
CC026,RL-07,UNC,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,158,1,5.410496046,2.130333768,6115276.202,0.162,0.589,0.0993,0.0248,0.825,0.0964,0.0542,0.012,0.006,0.429,0,0.0667,0,0.312,0,0,0.6,0.533,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC026,RL-07,UNC,159,1,4.556302501,0,6944239.579,0.227,0.672,0.0314,0.0272,0.756,0.0498,0.0685,0.0031,0.0031,0.385,0.0357,0,0.0952,0.222,0.5,0.211,0.571,0.143,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC026,RL-07,UNC,160,1,5.238046103,1.740362689,10298532.92,0.172,0.508,0.0596,0.0287,0.814,0.0348,0.0478,0,0,0.385,0.0857,0.118,0.103,0.353,0.75,0.406,0.429,0.294,0.621,0.0286,0,0,0.0286,0,0.0345,0,0,0,0,0,0,0,0,0
CC026,RL-07,UNC,161,1,4.934498451,1.77815125,9364277.824,0.118,0.585,0.0308,0.0385,0.873,0.0592,0.0855,0.0066,0,0.6,0.32,0.0455,0.12,0.452,0.4,0.68,0.76,0.5,0.64,0.16,0.0455,0,0.08,0,0,0,0,0,0.12,0,0,0,0,0
CC026,RL-07,UNC,162,1,5.416085498,0,6355942.989,0.153,0.597,0.0381,0.0085,0.836,0.0709,0.0709,0.0142,0,0.5,0,0,0.0556,0,0.167,0.455,0.5,0.5,0.667,0,0,0.0556,0,0,0.0556,0,0,0,0,0,0,0,0,0
CC024,RL-07,UNC,163,0,5.812913357,2.618048097,13298511.27,0.501,0.0997,0.0258,0.366,0.425,0.0862,0.224,0.0172,0,0.455,0.135,0.0254,0.01,0.405,0.178,0.222,0.696,0.182,0.527,0.0815,0.0169,0.0033,0.0596,0.0085,0.0066,0.0031,0,0,0.0376,0.0042,0.0017,0.0376,0.0042,0
CC024,RL-07,UNC,164,0,4.986771734,1.77815125,9773745.621,0.462,0.158,0.0229,0.307,0.461,0.0482,0.169,0.0482,0.0241,0.646,0.134,0.0113,0.0141,0.319,0.0279,0.264,0.639,0.492,0.545,0.0781,0.0113,0.0141,0.0502,0.0263,0.0141,0.0019,0,0,0.0372,0,0,0.0353,0,0
CC024,RL-07,UNC,165,0,5.963787827,2.980003372,11535292.8,0.428,0.149,0.0355,0.402,0.508,0.0495,0.129,0.0297,0.0099,0.61,0.116,0.0245,0.0203,0.236,0.0311,0.0149,0.209,0.0134,0.362,0.0465,0.0089,0,0.0233,0.0022,0.0058,0,0,0,0.031,0,0,0.0078,0.0022,0
CC024,RL-07,UNC,166,0,5.634141259,1.84509804,13779844.84,0.501,0.142,0.0256,0.381,0.435,0.135,0.234,0.0541,0.045,0.421,0.0881,0.019,0.0032,0.187,0.0243,0.0774,0.157,0.0254,0.179,0.044,0.0032,0,0.0356,0.0159,0,0,0,0,0.0147,0.0032,0,0.0126,0,0
CC024,RL-07,UNC,167,0,5.196820744,1,15985957.06,0.425,0.158,0.0257,0.458,0.491,0.0284,0.163,0.0355,0,0.346,0.166,0.0084,0.0057,0.0814,0.048,0.0833,0.166,0.0084,0.448,0.0554,0,0,0.0554,0,0,0.0074,0,0,0.0295,0,0,0.0295,0,0
CC024,RL-07,UNC,168,1,5.740362689,1,13097955.61,0.417,0.16,0.0228,0.417,0.506,0.0068,0.15,0.0136,0,0.346,0.0966,0.0325,0.007,0.113,0.187,0.427,0.165,0.0877,0.57,0.0561,0.0162,0,0.0343,0.0032,0.007,0,0,0,0.0156,0.0032,0,0.0249,0,0
CC024,RL-07,UNC,169,1,5.187520721,1.477121255,11684038.24,0.393,0.144,0.0163,0.345,0.528,0.0179,0.107,0.0298,0,0.437,0.0851,0.0381,0.0191,0.313,0.362,0.659,0.463,0.288,0.668,0.0726,0.0095,0.0082,0.0882,0.0262,0.0136,0.0052,0.0048,0.0027,0.0249,0.0048,0.0027,0.027,0.0048,0.0027
CC024,RL-07,UNC,170,1,4.939519253,2.06069784,5774331.587,0.318,0.206,0.0283,0.328,0.606,0.108,0.127,0.0686,0.049,0.5,0.184,0.0417,0.0186,0.277,0.235,0.237,0.592,0.317,0.497,0.062,0.0111,0,0.034,0.0028,0.0053,0,0,0,0.032,0.0111,0,0.022,0,0
CC024,RL-07,UNC,171,1,5.71432976,1.698970004,13067872.27,0.461,0.126,0.0118,0.476,0.464,0.0521,0.188,0.0104,0.0104,0.453,0.149,0.0222,0.0142,0.335,0.338,0.633,0.566,0.267,0.551,0.0572,0.0037,0.0047,0.0443,0.0148,0.0047,0.0037,0,0,0.0369,0,0,0.0277,0,0
CC024,RL-07,UNC,172,1,5.278753601,2.079181246,15379276.2,0.498,0.131,0.0238,0.442,0.44,0.0808,0.253,0.0707,0.0505,0.467,0.159,0.0224,0.0063,0.619,0.131,0.487,0.575,0.459,0.488,0.074,0.0075,0.0032,0.0301,0.0149,0.0032,0.0027,0,0,0.0466,0.0075,0,0.0301,0.0037,0
C57BL/6,RL-07,Jax,173,0,5.913813852,4.537819095,26351341.86,0.284,0.356,0.152,0.0278,0.697,0.0677,0.0469,0,0,1,0.153,0.104,0.0277,0.0524,0.0205,0.0145,0.0472,0.0265,0.0216,0.0302,0.0228,0.0006,0.0042,0.0038,0.0006,0.001,0.0006,0,0.0105,0.0107,0,0.0062,0.0088,0
C57BL/6,RL-07,Jax,174,0,5.973127854,5.136720567,8593809.847,0.18,0.414,0.137,0.0132,0.808,0.245,0.0957,0,0.0106,0.667,0.309,0.118,0.041,0.235,0.109,0.0944,0.0924,0.0129,0,0.0287,0.0129,0,0,0.0021,0,0,0,0,0.0127,0.0021,0,0.0064,0,0
C57BL/6,RL-07,Jax,175,0,5.646730386,5.338456494,11160922.24,0.223,0.436,0.168,0.0426,0.756,0.214,0.0698,0.014,0.0093,0.714,0.348,0.13,0.0217,0.291,0.0957,0.0778,0.097,0.0214,0,0.0634,0.0227,0.0065,0.0091,0.0025,0,0.0039,0.0013,0,0.0388,0.0101,0,0.0181,0.0038,0
C57BL/6,RL-07,Jax,176,0,5.819543936,4.781755375,8829462.742,0.261,0.459,0.115,0.0421,0.721,0.312,0.0833,0.0125,0.0042,0.636,0.419,0.283,0.0444,0.278,0.143,0.1,0.146,0.191,0.0173,0.0554,0.0329,0.0025,0.0075,0.0154,0,0.0015,0.0066,0,0.0255,0.0154,0,0.0112,0.0088,0
C57BL/6,RL-07,Jax,177,0,5.819543936,3.509202522,15247243.72,0.204,0.345,0.0753,0.0701,0.779,0.12,0.0301,0,0,0.741,0.304,0.254,0.0407,0.153,0.0867,0.0644,0.194,0.129,0.0233,0.115,0.0766,0.0047,0.0159,0.0064,0.0047,0.0064,0.0038,0,0.0739,0.0421,0.0012,0.046,0.0307,0.0012
C57BL/6,RL-07,Jax,178,1,5.029383778,3.260866072,13430543.74,0.247,0.445,0.0518,0.0396,0.729,0.158,0.0616,0.0137,0,0.769,0.327,0.219,0.0305,0.0923,0.0783,0.06,0.133,0.135,0.0305,0.0743,0.0575,0.0023,0.0101,0.0111,0,0.0039,0.0046,0,0.0387,0.0445,0.0012,0.0224,0.0334,0
C57BL/6,RL-07,Jax,179,1,5.096910013,3.343736735,15387632.68,0.187,0.335,0.0653,0.0857,0.804,0.195,0.0854,0.0244,0,0.571,0.297,0.129,0.0491,0.151,0.0719,0.0526,0.175,0.0212,0.0079,0.0728,0.0138,0.001,0.0138,0.0021,0.001,0.0059,0.0011,0,0.0492,0.0064,0,0.0276,0.0032,0
C57BL/6,RL-07,Jax,180,1,4.959041392,3.604226053,14038895.9,0.255,0.44,0.0489,0.0752,0.731,0.103,0.0513,0,0.0085,0.55,0.319,0.183,0.0592,0.171,0.0519,0.14,0.103,0.123,0.0231,0.0798,0.0358,0.0048,0.0059,0.0092,0.0014,0.0017,0.002,0,0.0348,0.0297,0.0039,0.0195,0.0215,0.0019
