Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD4_Tbet,CD4_Foxp3,CD4_RoRgt,CD4_Tbet_RoRgt,CD4_CD11a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media3_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media3_IFNg,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD4_aCD3_IL2,CD4_p300_IL2,CD4_media_IL2,CD4_aCD3_IL17,CD4_p300_IL17,CD4_media_IL17,CD4_aCD3_IFNg_IL17,CD4_p300_IFNg_IL17,CD4_media_IFNg_IL17,CD4_aCD3_IFNg_TNF_IL2,CD4_p300_IFNg_TNF_IL2,CD4_media_IFNg_TNF_IL2,CD4_aCD3_TNF_IL2,CD4_p300_TNF_IL2,CD4_media_TNF_IL2
C57BL/6,RL-13,Jax,293,1,5.755874856,4.662757832,6102000,0.3,0.393,0.143,0.424,0.691,0.0977,0.0717,0.01,0.0016,0.649,0.315,0.078,0.0415,0.136,0.138,0.0396,0.0392,0.0176,0.0097,0.0168,0.0081,0.0169,0.049,0.0266,0,0.0168,0.0033,0,0.0095,0.0054,0.0001,0.0081,0.0053,0.0001
C57BL/6,RL-13,Jax,294,1,5.697810339,2.643452676,3351600,0.541,0.152,0.11,0.697,0.454,0.0839,0.0542,0.006,0.0018,0.547,0.344,0.0682,0.0559,0.168,0.298,0.269,0.0938,0.0119,0.006,0.0323,0.0021,0.0046,0.0685,0.0209,0.0087,0.0355,0.0029,0.0023,0.0398,0.0091,0.0006,0.04,0.0089,0.0006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC001,RL-22,UNC,337,0,5.493225622,2.781755375,11931600,0.427,0.459,0.43,0.0521,0.569,0.633,0.0351,0.0201,0.0179,0.762,0.269,0.0776,0.0168,0.195,0.109,0.0237,0.14,0.0768,0.0332,0.0383,0.0148,0.0028,0.0114,0.005,0.0011,0.0032,0.0016,0.000094,0.0173,0.0074,0.0004,0.0202,0.0086,0.0008
CC001,RL-22,UNC,338,0,5.754348336,1.698970004,10137600,0.529,0.494,0.336,0.103,0.468,0.534,0.0353,0.0219,0.0259,0.676,0.23,0.0758,0.0163,0.144,0.0649,0.0268,0.146,0.0838,0.0273,0.0294,0.0121,0.0033,0.0125,0.0086,0.001,0.0046,0.0033,0.0002,0.017,0.0065,0.0004,0.0191,0.0078,0.0006
CC001,RL-22,UNC,339,0,6.882714228,3.146128036,36924000,0.57,0.442,0.299,0.133,0.426,0.546,0.0277,0.014,0.0147,0.684,0.259,0.111,0.0289,0.226,0.108,0.0358,0.158,0.109,0.032,0.033,0.0214,0.0013,0.0153,0.007,0.0013,0.0035,0.0027,0,0.0153,0.0086,0.0006,0.0153,0.008,0.0013
CC001,RL-22,UNC,340,0,6.1430148,2.230448921,21744000,0.459,0.472,0.35,0.116,0.539,0.613,0.0314,0.0181,0.0222,0.737,0.257,0.116,0.03,0.135,0.0878,0.0684,0.132,0.121,0.0407,0.0395,0.0136,0.0041,0.0113,0.0098,0.0014,0.0032,0.0032,0.0001,0.021,0.0075,0.0006,0.0228,0.0098,0.0011
CC001,RL-22,UNC,341,0,6.089905111,4.076761772,21768000,0.519,0.476,0.347,0.104,0.478,0.701,0.0273,0.015,0.0136,0.785,0.331,0.0875,0.0309,0.206,0.158,0.11,0.151,0.0602,0.0438,0.0349,0.019,0.0043,0.0096,0.0056,0.0013,0.0025,0.0013,0,0.0182,0.0089,0.0007,0.0204,0.0096,0.0016
CC001,RL-22,UNC,342,1,5.173186268,2.662757832,49284000,0.643,0.464,0.322,0.144,0.353,0.548,0.0413,0.055,0.0754,0.715,0.271,0.0983,0.0378,0.251,0.115,0.0715,0.2,0.136,0.0487,0.0256,0.0126,0.0076,0.0281,0.024,0.0066,0.015,0.0143,0.0007,0.0133,0.0103,0.0036,0.0148,0.0126,0.0033
CC001,RL-22,UNC,343,1,4.838849091,1.301029996,30408000,0.51,0.52,0.298,0.115,0.486,0.629,0.0318,0.037,0.0573,0.732,0.305,0.109,0.0354,0.236,0.0626,0.0655,0.232,0.141,0.0646,0.0306,0.018,0.0036,0.0274,0.0249,0.0044,0.011,0.0109,0.0014,0.0178,0.0129,0.0009,0.0213,0.0143,0.0012
CC001,RL-22,UNC,344,1,4.986771734,0,17400000,0.501,0.462,0.35,0.111,0.497,0.541,0.0403,0.0584,0.0877,0.703,0.194,0.0954,0.0131,0.155,0.0795,0.0489,0.184,0.108,0.0306,0.026,0.0168,0.0021,0.0401,0.0173,0.0025,0.0163,0.0079,0.0003,0.0141,0.0061,0.0001,0.0161,0.0098,0.0006
CC001,RL-22,UNC,345,1,5.255272505,3.161368002,18888000,0.558,0.595,0.298,0.0611,0.441,0.514,0.0261,0.0513,0.0847,0.672,0.152,0.129,0.0169,0.0948,0.0529,0.039,0.113,0.146,0.0354,0.0211,0.0269,0.001,0.0301,0.0388,0.002,0.0116,0.0202,0.0004,0.0099,0.0197,0.0000864,0.0126,0.022,0.0005
CC001,RL-22,UNC,346,1,5.416085498,2.643452676,33840000,0.501,0.47,0.414,0.0645,0.497,0.446,0.0462,0.0298,0.0358,0.625,0.14,0.049,0.01,0.0967,0.0509,0.0613,0.0955,0.0713,0.0304,0.0202,0.0152,0.0052,0.0144,0.0095,0.0011,0.0029,0.002,0,0.0083,0.0052,0.0004,0.0105,0.0063,0.0012
CC004,RL-22,UNC,347,0,5.740362689,2.84509804,22800000,0.416,0.675,0.229,0.038,0.574,0.292,0.127,0.0034,0.0022,0.48,0.0955,0.0102,0.0112,0.108,0.0827,0.0631,0.052,0.0267,0.0192,0.0163,0.0028,0.0068,0.0014,0.0019,0.0011,0,0,0,0.0055,0.0004,0.0008,0.006,0.0007,0.0016
CC004,RL-22,UNC,348,0,6.093421685,1.301029996,25884000,0.422,0.641,0.238,0.0579,0.566,0.263,0.111,0.0077,0.0032,0.441,0.125,0.0407,0.0238,0.147,0.107,0.113,0.0627,0.0489,0.0345,0.022,0.0241,0.0061,0.0021,0.0148,0.0007,0,0,0,0.0083,0.0025,0.0015,0.0098,0.0048,0.0024
CC004,RL-22,UNC,349,0,5.913813852,5.071882007,15744000,0.256,0.566,0.215,0.14,0.732,0.234,0.0847,0.0062,0.0023,0.391,0.171,0.0361,0.0358,0.156,0.0651,0.0779,0.137,0.0453,0.0358,0.0251,0.0058,0.0268,0.0155,0.0048,0.0075,0.0012,0.0007,0,0.0131,0.002,0.0015,0.0155,0.002,0.0045
CC004,RL-22,UNC,350,0,5.539912085,5.286680969,25884000,0.408,0.664,0.263,0.028,0.582,0.415,0.0935,0.0042,0.0016,0.546,0.205,0.0693,0.0479,0.16,0.0981,0.0907,0.104,0.0766,0.0395,0.0329,0.0112,0.0052,0.0114,0.0075,0.002,0.0018,0.0013,0,0.0104,0.0061,0.0015,0.013,0.0081,0.002
CC004,RL-22,UNC,351,0,6.037426498,4.231299645,18888000,0.489,0.648,0.251,0.0495,0.497,0.307,0.0935,0.005,0.0031,0.443,0.116,0.0393,0.032,0.108,0.0767,0.0652,0.0828,0.0573,0.0426,0.0216,0.01,0.0056,0.0056,0.002,0.0028,0.0003,0.0002,0,0.0087,0.0032,0.0017,0.0104,0.0037,0.0015
CC004,RL-22,UNC,352,1,5.117271296,3.528059258,15660000,0.41,0.712,0.221,0.0292,0.581,0.227,0.103,0.0138,0.0032,0.39,0.0892,0.025,0.0096,0.129,0.0956,0.0363,0.0948,0.05,0.0269,0.0213,0.0169,0.0019,0.005,0.0088,0.0003,0.0002,0,0,0.0078,0,0.0005,0.0106,0.0037,0.0005
CC004,RL-22,UNC,353,1,5.919078092,3.703291378,20784000,0.346,0.665,0.206,0.0542,0.644,0.365,0.12,0.0066,0.0023,0.577,0.111,0.0316,0.0172,0.107,0.0566,0.0236,0.063,0.0521,0.0372,0.0175,0.0035,0.0058,0.0019,0.002,0.0002,0,0,0,0.0046,0.0007,0.0012,0.0051,0.0019,0.0016
CC004,RL-22,UNC,354,1,6.209515015,3.740362689,18084000,0.348,0.642,0.261,0.037,0.643,0.38,0.0936,0.0074,0.0032,0.527,0.119,0.0433,0.0319,0.182,0.132,0.0854,0.0423,0.0468,0.0376,0.0211,0.0025,0.0046,0.0035,0.0004,0.0002,0,0,0,0.0046,0.001,0.0011,0.006,0.0012,0.0015
CC004,RL-22,UNC,355,1,5.691965103,4.017033339,10965600,0.549,0.709,0.211,0.0397,0.443,0.238,0.0904,0.0083,0.0033,0.478,0.0701,0.0305,0.0087,0.147,0.124,0.0788,0.042,0.0356,0.0207,0.0163,0.0044,0.0008,0.0037,0.0004,0.0002,0,0,0,0.0034,0.0014,0,0.0044,0.0017,0.0002
CC004,RL-22,UNC,356,1,6.161368002,4.539076099,13608000,0.37,0.682,0.255,0.0241,0.614,0.272,0.109,0.0103,0.004,0.473,0.0782,0.0359,0.0129,0.125,0.0426,0.105,0.0196,0.0677,0.0151,0.017,0.008,0.004,0.0017,0.004,0.0003,0,0,0,0.0021,0.004,0.0005,0.0031,0.008,0.0012
CC012,RL-22,UNC,357,0,5.392110465,1,39888000,0.474,0.467,0.364,0.0744,0.512,0.291,0.0726,0.0043,0.0031,0.472,0.0858,0.0136,0.0149,0.133,0.0476,0.0592,0.0766,0.0324,0.0347,0.023,0.0153,0.0198,0.0092,0.0034,0.005,0,0.0017,0,0.0107,0.0034,0,0.0107,0.0017,0
CC012,RL-22,UNC,358,0,5.719331287,3.204119983,19548000,0.359,0.538,0.373,0.037,0.633,0.286,0.0533,0.0026,0.0023,0.425,0.116,0.0169,0.0083,0.162,0.0755,0.0961,0.0989,0.0333,0.0226,0.0429,0.0208,0.0226,0.0077,0.0039,0.0029,0,0,0,0.0253,0.0029,0.0003,0.0231,0.0048,0.0032
CC012,RL-22,UNC,359,0,5.582063363,1.698970004,21588000,0.444,0.466,0.359,0.1,0.537,0.414,0.054,0.0059,0.0062,0.587,0.194,0.0298,0.0178,0.184,0.0294,0.0406,0.149,0.0534,0.0438,0.0482,0.0118,0.0219,0.0088,0.0011,0.003,0,0,0,0.0249,0.0034,0.0012,0.0169,0.0034,0.0018
CC012,RL-22,UNC,360,0,5.301029996,3.228742458,25656000,0.528,0.447,0.424,0.0747,0.457,0.262,0.0573,0.0046,0.0041,0.44,0.0582,0.0191,0.0035,0.129,0.038,0.0279,0.0507,0.035,0.0134,0.0244,0.0127,0.0028,0.0038,0,0.0014,0,0,0,0.0113,0,0,0.0075,0.0032,0
CC012,RL-22,UNC,361,0,6.256878032,2.973127854,15192000,0.495,0.506,0.347,0.0636,0.49,0.293,0.0569,0.01,0.0109,0.439,0.0672,0.0088,0.007,0.13,0.0443,0.0391,0.0502,0.0064,0.0116,0.0194,0.0076,0.0041,0.0023,0.0006,0.0017,0.0003,0,0,0.005,0.0003,0.0008,0.005,0.0015,0
CC012,RL-22,UNC,362,1,5.412740467,2.932811869,31884000,0.432,0.608,0.232,0.0808,0.543,0.496,0.0753,0.0068,0.0081,0.638,0.259,0.0196,0.0024,0.128,0.0333,0.0134,0.119,0.0257,0.0223,0.0591,0.0088,0.0036,0.0044,0,0.0006,0.0004,0,0,0.0301,0.002,0,0.0206,0.0014,0
CC012,RL-22,UNC,363,1,5.462397998,1.301029996,13848000,0.465,0.459,0.446,0.0135,0.528,0.0882,0,0,0,0.176,0.0314,0.0057,0.0024,0.0435,0.0135,0.0109,0.0228,0.0191,0.0165,0.019,0.0016,0.0024,0.0076,0.0004,0,0,0,0,0.0029,0.0008,0,0.0029,0.0008,0
CC012,RL-22,UNC,364,1,3.301029996,1.698970004,11808000,0.495,0.608,0.278,0.0444,0.486,0.578,0.0325,0.0073,0.0076,0.725,0.5,0.0994,0.0198,0,0.0355,0.0266,0.25,0.0852,0.0213,0,0.0339,0.0089,0,0.0051,0.0007,0,0.0011,0.0002,0,0.0226,0.0016,0,0.0178,0.0016
CC012,RL-22,UNC,365,1,5.247973266,0,53784000,0.548,0.64,0.246,0.0504,0.437,0.547,0.0588,0.0066,0.0051,0.72,0.284,0.0368,0.0219,0.131,0.0271,0.0044,0.158,0.0358,0.0235,0.0361,0.0068,0.0118,0.0037,0,0.0011,0.0006,0,0,0.0263,0.0019,0.0011,0.0171,0.0019,0.0005
CC012,RL-22,UNC,366,1,4.892094603,1.698970004,18156000,0.585,0.559,0.354,0.0407,0.4,0.419,0.0497,0.0115,0.0112,0.623,0.149,0.0319,0.0131,0.111,0.0092,0.0064,0.122,0.0428,0.0288,0.0486,0.0089,0.0131,0.0101,0.0027,0.0022,0.0009,0.0002,0,0.0188,0.0038,0.0019,0.0138,0.0031,0.0028
CC035,RL-22,UNC,367,0,5.86332286,4.161368002,13836000,0.449,0.421,0.392,0.0759,0.538,0.513,0.05,0.0179,0.014,0.711,0.193,0.0505,0.0225,0.436,0.132,0.0728,0.147,0.0788,0.0638,0.0444,0.0176,0.0232,0.0072,0.0014,0.0005,0.0017,0,0,0.0213,0.0043,0.0023,0.0142,0.0033,0.0041
CC035,RL-22,UNC,368,0,5.73239376,3.882714228,24108000,0.353,0.548,0.306,0.0581,0.636,0.426,0.0721,0.0177,0.01,0.626,0.164,0.0436,0.0162,0.268,0.0829,0.0492,0.127,0.0968,0.0523,0.0496,0.0252,0.0137,0.0065,0.01,0.0006,0.0013,0.0006,0.0003,0.0157,0.0063,0.0022,0.0131,0.0061,0.0025
CC035,RL-22,UNC,369,0,5.77815125,4.380211242,15540000,0.474,0.551,0.328,0.0563,0.515,0.537,0.0548,0.0131,0.0083,0.722,0.24,0.0494,0.022,0.363,0.115,0.0698,0.115,0.0871,0.0796,0.0528,0.017,0.0158,0.0119,0.0015,0.001,0.0013,0.0003,0,0.0157,0.0052,0.001,0.0116,0.0043,0.0014
CC035,RL-22,UNC,370,0,5.954242509,4.025305865,11593200,0.44,0.577,0.25,0.0861,0.549,0.58,0.0394,0.0106,0.0088,0.714,0.244,0.0441,0.0143,0.247,0.0933,0.04,0.132,0.0943,0.0762,0.053,0.0159,0.0065,0.0126,0.0006,0.0006,0.0008,0.0002,0,0.0141,0.0025,0.0004,0.0111,0.0021,0.0007
CC035,RL-22,UNC,371,0,5.903089987,4.929418926,13392000,0.482,0.585,0.287,0.0529,0.507,0.634,0.0486,0.0093,0.0049,0.782,0.24,0.0741,0.0191,0.352,0.153,0.0838,0.143,0.0975,0.0716,0.031,0.0171,0.0166,0.0052,0.0011,0.0012,0.0007,0,0,0.0106,0.0048,0.0014,0.0077,0.003,0.0018
CC035,RL-22,UNC,372,1,5.806179974,4.540746464,14928000,0.414,0.533,0.346,0.0325,0.57,0.67,0.052,0.0081,0.0034,0.841,0.299,0.044,0.018,0.5,0.177,0.0926,0.174,0.0957,0.0775,0.0705,0.0379,0.0205,0.0078,0.0021,0.0004,0.0012,0.0000766,0,0.0245,0.006,0.0019,0.0179,0.007,0.0031
CC035,RL-22,UNC,373,1,4.531478917,2.342422681,20580000,0.496,0.568,0.314,0.0481,0.493,0.382,0.0454,0.0195,0.0161,0.594,0.17,0.0308,0.0102,0.278,0.165,0.0918,0.145,0.0762,0.0503,0.0504,0.0249,0.0182,0.0114,0.0064,0.0006,0.0029,0.0001,0,0.0228,0.0058,0.0021,0.0157,0.005,0.0023
CC035,RL-22,UNC,374,1,5.201397124,3.711807229,11736000,0.506,0.461,0.41,0.0429,0.482,0.423,0.0565,0.0216,0.0121,0.668,0.104,0.0367,0.0278,0.237,0.0973,0.0612,0.0584,0.0818,0.0654,0.0225,0.0227,0.0175,0.0056,0.003,0.0007,0.0011,0.0001,0.0001,0.0045,0.0051,0.0027,0.0045,0.005,0.003
CC035,RL-22,UNC,375,1,4.51851394,3.643452676,15120000,0.416,0.599,0.288,0.0436,0.569,0.596,0.0608,0.0176,0.0121,0.771,0.286,0.0438,0.0238,0.386,0.102,0.0763,0.181,0.066,0.0593,0.0884,0.0444,0.0246,0.023,0.0069,0.0011,0.005,0.0009,0,0.0293,0.0072,0.0027,0.0193,0.0075,0.0022
CC035,RL-22,UNC,376,1,4.643452676,1.477121255,12612000,0.416,0.554,0.324,0.0421,0.567,0.48,0.0453,0.0084,0.0059,0.677,0.202,0.0665,0.0049,0.302,0.0938,0.0228,0.116,0.0567,0.0351,0.0392,0.0279,0.0081,0.0067,0.0039,0.0005,0.001,0.0007,0,0.0138,0.0053,0.0006,0.0105,0.0039,0.0009
CC044,RL-22,UNC,377,0,6.064457989,2.397940009,36600000,0.427,0.628,0.226,0.062,0.559,0.248,0.0653,0.0041,0.0013,0.774,0.142,0.0516,0.0135,0.12,0.0521,0.0295,0.0812,0.0584,0.0316,0.0262,0.0076,0.0012,0.0052,0.0016,0.0006,0.0004,0.0002,0,0.0072,0.0038,0.0004,0.0133,0.0058,0.0004
CC044,RL-22,UNC,378,0,5.716003344,3.744292983,12456000,0.55,0.623,0.218,0.0544,0.432,0.267,0.0463,0.0123,0.0054,0.827,0.164,0.0483,0.0169,0.185,0.118,0.061,0.0598,0.0329,0.0367,0.022,0.0114,0.0011,0.0114,0.0032,0.0016,0.0033,0.0014,0.0003,0.0058,0.0039,0.0004,0.0096,0.0049,0.0006
CC044,RL-22,UNC,379,0,5.414973348,2.742986833,12816000,0.52,0.706,0.182,0.0498,0.471,0.184,0.0648,0.0035,0.0011,0.702,0.0781,0.0492,0.0083,0.0945,0.0682,0.0045,0.0284,0.0485,0.0202,0.0117,0.0062,0.002,0.0016,0.0015,0.0004,0.0000715,0.0001,0,0.0015,0.0043,0,0.0036,0.0051,0.0008
CC044,RL-22,UNC,380,0,6.401400541,3.819543936,17076000,0.281,0.633,0.259,0.0395,0.706,0.228,0.0683,0.011,0.0043,0.698,0.116,0.0573,0.0176,0.182,0.0591,0.0539,0.0718,0.0484,0.0174,0.0367,0.0118,0.0081,0.0092,0.0024,0.0008,0.0024,0.0007,0,0.0073,0.0048,0.0000968,0.0178,0.0074,0.0014
CC044,RL-22,UNC,381,0,6.173186268,2.217483944,17172000,0.413,0.636,0.181,0.0899,0.568,0.24,0.0641,0.0124,0.0052,0.84,0.156,0.0711,0.0238,0.117,0.065,0.0625,0.0946,0.0726,0.0462,0.036,0.0155,0.0056,0.0132,0.005,0.0008,0.004,0.0016,0,0.0134,0.0054,0.0011,0.02,0.0094,0.003
CC044,RL-22,UNC,382,1,6.029383778,2.041392685,23700000,0.258,0.688,0.188,0.0569,0.73,0.287,0.0851,0.0101,0.0014,0.759,0.162,0.053,0.0215,0.116,0.0888,0.0155,0.139,0.0636,0.0372,0.0314,0.0094,0.0044,0.0065,0.0014,0.0008,0.0008,0,0,0.009,0.0029,0.0003,0.0199,0.005,0.0022
CC044,RL-22,UNC,383,1,5.743509765,2.574031268,35964000,0.308,0.628,0.219,0.0526,0.677,0.217,0.0665,0.0049,0.0013,0.749,0.0912,0.0312,0.0061,0.0744,0.0332,0.0291,0.0761,0.0438,0.0283,0.0218,0.0068,0.0045,0.003,0.0006,0,0.0002,0,0,0.0068,0.003,0.0007,0.0125,0.0042,0.002
CC044,RL-22,UNC,384,1,5.812913357,3.835690571,18756000,0.394,0.647,0.259,0.0362,0.596,0.206,0.0798,0.0058,0.0019,0.637,0.0953,0.0326,0.0099,0.0602,0.019,0.0079,0.127,0.0343,0.0269,0.0223,0.009,0.0069,0.0042,0.0018,0.0009,0.0008,0.0002,0.0000483,0.0061,0.0033,0.0006,0.0163,0.0052,0.0024
CC044,RL-22,UNC,385,1,5.968482949,1.698970004,13236000,0.395,0.682,0.205,0.0418,0.591,0.2,0.0565,0.0049,0.0013,0.618,0.111,0.032,0.0068,0.126,0.0699,0.0175,0.0739,0.0432,0.0332,0.0148,0.0042,0.0017,0.0027,0.0019,0.0002,0.0007,0.0003,0,0.0039,0.0018,0,0.0088,0.0027,0.0004
CC044,RL-22,UNC,386,1,5.79518459,4.194514342,34272000,0.335,0.705,0.175,0.0575,0.651,0.168,0.0672,0.0074,0.0026,0.514,0.0682,0.0135,0.0037,0.0904,0.0363,0.0068,0.0625,0.021,0.0176,0.0215,0.0019,0.0005,0.005,0.0011,0.0016,0.0004,0.0002,0,0.0023,0.0008,0,0.0082,0.0011,0
CC045,RL-22,UNC,387,0,5.875061263,5.322219295,9136800,0.504,0.406,0.46,0.0418,0.475,0.18,0.0478,0.005,0.0036,0.276,0.0417,0.01,0.0005,0.181,0.107,0.0487,0.0255,0.013,0.0079,0.0162,0.0035,0.0012,0.0058,0.0012,0.0007,0.0006,0,0,0.0017,0.0005,0,0.0046,0.0005,0.0002
CC045,RL-22,UNC,388,0,5.837588438,3.088726564,46272000,0.505,0.352,0.414,0.104,0.469,0.249,0.0697,0.0391,0.0395,0.414,0.116,0.0355,0.0158,0.211,0.104,0.0258,0.0829,0.0392,0.021,0.0293,0.0066,0.0013,0.0201,0.0054,0.0007,0.0037,0.0012,0,0.0183,0.0024,0.0007,0.0244,0.0042,0.0007
CC045,RL-22,UNC,389,0,5.857332496,3.67669361,15384000,0.404,0.353,0.426,0.0783,0.57,0.302,0.0732,0.0274,0.03,0.464,0.159,0.0644,0.0231,0.291,0.18,0.112,0.0839,0.0493,0.0163,0.0526,0.0169,0.0061,0.0233,0.0073,0.0023,0.0095,0.0029,0.001,0.0245,0.0082,0.0015,0.0311,0.0131,0.0025
CC045,RL-22,UNC,390,0,5.740362689,2.176091259,7282800,0.494,0.402,0.43,0.0699,0.486,0.202,0.0577,0.0354,0.0351,0.342,0.0912,0.0354,0.0158,0.194,0.119,0.0476,0.0546,0.0427,0.0152,0.023,0.006,0.0058,0.012,0.0067,0.0011,0.0044,0.0027,0.0002,0.0079,0.0033,0.0013,0.0139,0.0053,0.0017
CC045,RL-22,UNC,391,0,5.602059991,2.447158031,16272000,0.417,0.327,0.413,0.111,0.554,0.331,0.0893,0.0504,0.0508,0.544,0.223,0.0652,0.0309,0.222,0.082,0.0273,0.125,0.0505,0.0244,0.11,0.0207,0.0121,0.0362,0.0141,0.0051,0.015,0.0054,0.0008,0.0462,0.0109,0.0039,0.0662,0.0152,0.0076
CC045,RL-22,UNC,392,1,5.403692338,3.648360011,6999600,0.497,0.46,0.41,0.0441,0.486,0.2,0.0595,0.0051,0.0045,0.349,0.0879,0.007,0.0018,0.223,0.0945,0.0999,0.0497,0.0103,0.0071,0.0209,0.0031,0.0014,0.0025,0.0008,0.0006,0,0,0,0.0066,0.0005,0,0.0106,0.001,0.0001
CC045,RL-22,UNC,393,1,5.346352974,3.212187604,10149600,0.498,0.384,0.451,0.0679,0.479,0.212,0.0668,0.0153,0.0172,0.372,0.0869,0.0102,0.0021,0.208,0.0903,0.0925,0.0409,0.0145,0.0094,0.0173,0.0023,0.0005,0.0122,0.001,0.0005,0.0024,0,0,0.0041,0.0005,0.0001,0.0071,0.001,0.0004
CC045,RL-22,UNC,394,1,5.59439255,3.537819095,10820400,0.401,0.509,0.376,0.0457,0.583,0.211,0.0477,0.0063,0.0064,0.342,0.128,0.0186,0.0072,0.275,0.106,0.173,0.0859,0.0205,0.0114,0.0297,0.0034,0.0049,0.005,0.001,0.0017,0.0008,0.0002,0,0.0145,0.001,0.0000969,0.0186,0.0018,0.0011
CC045,RL-22,UNC,395,1,5.651278014,3.382017043,14568000,0.548,0.438,0.449,0.0483,0.436,0.124,0.0565,0.0053,0.0053,0.264,0.0593,0.0075,0.0043,0.248,0.0937,0.18,0.0417,0.0099,0.0074,0.0177,0.0015,0.0015,0.0034,0.0004,0.0005,0.0008,0,0,0.0056,0.0006,0,0.009,0.0009,0.0005
CC045,RL-22,UNC,396,1,5.698970004,2.301029996,9766800,0.47,0.409,0.448,0.0538,0.513,0.202,0.0554,0.0061,0.0066,0.362,0.115,0.0105,0.0062,0.245,0.119,0.115,0.0643,0.0141,0.014,0.0187,0.0023,0.0026,0.0044,0.0008,0.0007,0.0009,0.0002,0,0.0057,0.0007,0.0004,0.0086,0.0013,0.0007
C57BL/6,RL-22,Jax,397,0,5.968482949,5.318063335,18108000,0.571,0.48,0.4,0.0617,0.427,0.406,0.0225,0.0033,0.0056,0.473,0.257,0.0756,0.045,0.209,0.134,0.142,0.0807,0.044,0.0292,0.0482,0.0131,0.0063,0.0047,0.0017,0.0005,0.0006,0.0002,0.0000906,0.0206,0.0063,0.0011,0.0254,0.0085,0.0023
C57BL/6,RL-22,Jax,398,0,5.949390007,4.841984805,9534000,0.586,0.609,0.294,0.0388,0.412,0.851,0.0067,0.0014,0.0035,0.875,0.52,0.204,0.172,0.306,0.3,0.234,0.0891,0.0401,0.0202,0.0183,0.0057,0.0055,0.003,0.0013,0.0008,0.0002,0,0.0000504,0.007,0.0032,0.0008,0.01,0.004,0.0019
C57BL/6,RL-22,Jax,399,0,6.315970345,4.386201605,20076000,0.53,0.466,0.348,0.0973,0.466,0.754,0.0157,0.0025,0.0039,0.8,0.464,0.166,0.0947,0.465,0.323,0.255,0.145,0.0777,0.0474,0.0591,0.0165,0.007,0.0061,0.0025,0.0004,0.0005,0.0005,0,0.0283,0.0103,0.002,0.036,0.0126,0.0036
C57BL/6,RL-22,Jax,400,0,6,2.994170456,10971600,0.474,0.47,0.331,0.105,0.524,0.653,0.0164,0.0082,0.0103,0.724,0.384,0.122,0.0642,0.32,0.212,0.0936,0.142,0.066,0.042,0.0614,0.0262,0.0062,0.0098,0.0056,0.0021,0.0018,0.001,0,0.0286,0.0132,0.0005,0.0367,0.0182,0.0024
