Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD4_Tbet,CD4_Foxp3,CD4_RoRgt,CD4_Tbet_RoRgt,CD4_CD11a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media3_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media3_IFNg,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD4_aCD3_IL2,CD4_p300_IL2,CD4_media_IL2,CD4_aCD3_IL17,CD4_p300_IL17,CD4_media_IL17,CD4_aCD3_IFNg_IL17,CD4_p300_IFNg_IL17,CD4_media_IFNg_IL17,CD4_aCD3_IFNg_TNF_IL2,CD4_p300_IFNg_TNF_IL2,CD4_media_IFNg_TNF_IL2,CD4_aCD3_TNF_IL2,CD4_p300_TNF_IL2,CD4_media_TNF_IL2
C57BL/6,RL-22,Jax,401,0,5.726998728,4.006466042,21360000,0.472,0.535,0.324,0.0749,0.526,0.539,0.0199,0.003,0.0047,0.606,0.281,0.0937,0.0191,0.251,0.126,0.0373,0.117,0.0487,0.0229,0.0337,0.012,0.0015,0.0049,0.0036,0.0001,0.0005,0.0002,0,0.0187,0.0062,0,0.023,0.0077,0.0002
C57BL/6,RL-22,Jax,402,1,4.934498451,3.976197085,22440000,0.416,0.534,0.349,0.0616,0.583,0.444,0.0231,0.0162,0.021,0.55,0.233,0.0956,0.0062,0.195,0.148,0.0729,0.0704,0.0789,0.0206,0.0408,0.0232,0.0015,0.0177,0.0163,0.0006,0.0049,0.006,0.0000886,0.0115,0.0149,0.0000886,0.015,0.0182,0.0003
C57BL/6,RL-22,Jax,403,1,4.806179974,2.505149978,6646800,0.452,0.521,0.365,0.065,0.547,0.301,0.0218,0.0072,0.0048,0.367,0.153,0.0426,0.0092,0.176,0.115,0.0943,0.0781,0.0307,0.0157,0.0266,0.009,0.0014,0.0058,0.0016,0.0005,0.0006,0.0002,0,0.0122,0.0049,0.0001,0.0163,0.0063,0.0005
C57BL/6,RL-22,Jax,404,1,5.408239965,2.810680475,48876000,0.38,0.475,0.425,0.045,0.619,0.407,0.0359,0.0041,0.0038,0.509,0.291,0.0992,0.0484,0.164,0.0965,0.0579,0.103,0.0253,0.0144,0.0377,0.0093,0.0029,0.0063,0.001,0.0003,0.0001,0,0,0.0128,0.0035,0.0002,0.0192,0.0051,0.0005
C57BL/6,RL-22,Jax,405,1,5.459392488,1.77815125,23136000,0.376,0.468,0.385,0.0723,0.623,0.545,0.028,0.0135,0.0162,0.65,0.252,0.0679,0.0255,0.163,0.0627,0.0487,0.113,0.0407,0.0169,0.0471,0.0098,0.004,0.0148,0.0056,0.0014,0.0026,0.0015,0.0003,0.0184,0.0048,0.0004,0.0283,0.0072,0.0012
C57BL/6,RL-22,Jax,406,1,5.089905111,3.212187604,13236000,0.431,0.514,0.354,0.0751,0.567,0.378,0.027,0.0063,0.0052,0.462,0.175,0.046,0.0101,0.164,0.126,0.114,0.101,0.0384,0.0122,0.0412,0.0097,0.0024,0.0097,0.0018,0.0006,0.001,0.0002,0,0.0187,0.0054,0.0006,0.0246,0.0066,0.0008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-25,UNC,407,0,6.716003344,3.305351369,16272000,0.448,0.46,0.414,0.0387,0.537,0.401,0.0598,0.0235,0.0009,0.597,0.218,0.0522,0.0242,0.082,0.0046,0.0034,0.184,0.0981,0.0476,0.0441,0.0263,0.016,0.0065,0.0027,0.0016,0.0026,0.0009,0,0.0249,0.0061,0.0021,0.0097,0.0011,0.0002
CC026,RL-25,UNC,408,0,6.555497506,3.916453949,16344000,0.473,0.499,0.362,0.0403,0.513,0.506,0.0545,0.0344,0.0011,0.675,0.28,0.0367,0.0246,0.0753,0.0239,0.0146,0.18,0.111,0.0836,0.0414,0.0282,0.0184,0.0044,0.0037,0.0013,0.0026,0.0004,0.0002,0.019,0.0064,0.0038,0.0055,0.0024,0.0009
CC026,RL-25,UNC,409,0,6.269512944,3.983776588,17112000,0.413,0.404,0.431,0.0542,0.565,0.512,0.0651,0.0389,0.0015,0.71,0.206,0.0522,0.0228,0.119,0.0112,0.0035,0.119,0.0856,0.0556,0.0323,0.0169,0.0138,0.0031,0.0016,0.0007,0.0019,0.0004,0,0.0163,0.0049,0.0014,0.0067,0.001,0.0004
CC026,RL-25,UNC,410,0,6.514990233,4.736396502,29316000,0.381,0.304,0.507,0.0534,0.6,0.666,0.0758,0.0625,0.0021,0.879,0.325,0.0716,0.0343,0.17,0.0053,0.0028,0.177,0.134,0.126,0.0423,0.0232,0.0317,0.0038,0.001,0.0009,0.0035,0,0,0.0204,0.0058,0.0035,0.005,0,0.0006
CC026,RL-25,UNC,411,0,6.435632049,4.618048097,20316000,0.414,0.434,0.384,0.0546,0.57,0.378,0.078,0.0337,0.0011,0.621,0.14,0.0283,0.0167,0.0431,0.0044,0.0051,0.111,0.0713,0.0446,0.0219,0.0126,0.0024,0.0034,0.0011,0.0003,0.0014,0.0001,0,0.0097,0.0023,0.0003,0.0051,0.0007,0
CC026,RL-25,UNC,412,1,5.193124598,2.06069784,16812000,0.391,0.573,0.261,0.0473,0.584,0.549,0.0611,0.0328,0.0008,0.769,0.331,0.029,0.0223,0.0702,0.0306,0.0232,0.231,0.0838,0.0581,0.0713,0.007,0.0029,0.0047,0.0008,0.0002,0.003,0,0,0.0429,0.0018,0.0007,0.0205,0.0007,0.0002
CC026,RL-25,UNC,413,1,5.477121255,3.22184875,17988000,0.461,0.498,0.308,0.0403,0.515,0.503,0.0526,0.0508,0.0022,0.754,0.341,0.052,0.0407,0.0772,0.0101,0.0097,0.235,0.12,0.0583,0.0401,0.0061,0.0066,0.0042,0.0004,0.0047,0.0022,0,0.0003,0.0253,0.0034,0.0025,0.0097,0.0007,0.0006
CC026,RL-25,UNC,414,1,5.740362689,1.602059991,10011600,0.425,0.476,0.366,0.0278,0.556,0.501,0.0597,0.0284,0.0008,0.706,0.32,0.0373,0.0396,0.0608,0.0416,0.0212,0.12,0.0898,0.0589,0.0449,0.0062,0.007,0.0045,0.0009,0.001,0.001,0,0,0.0199,0.002,0.004,0.0057,0.0006,0.0015
CC026,RL-25,UNC,415,1,5.346352974,2.146128036,22176000,0.358,0.629,0.237,0.0422,0.622,0.545,0.0572,0.023,0.0024,0.756,0.359,0.0358,0.0317,0.0695,0.0132,0.0033,0.244,0.148,0.149,0.053,0.0143,0.0291,0.0046,0.0025,0.0052,0.0019,0,0.0004,0.0328,0.0022,0.0028,0.0128,0.0006,0.0009
CC026,RL-25,UNC,416,1,5.505149978,2.176091259,21696000,0.391,0.624,0.242,0.0312,0.586,0.536,0.0574,0.0283,0.0008,0.752,0.375,0.0597,0.0535,0.116,0.0096,0.01,0.269,0.132,0.118,0.0844,0.027,0.0243,0.007,0.0029,0.0012,0.0032,0.0009,0.0002,0.056,0.0093,0.011,0.0206,0.0039,0.0047
CC042,RL-25,UNC,417,0,6.886490725,5.361727836,12396000,0.193,0.728,0.143,0.079,0.8,0.172,0.0207,0.0172,0.0004,0.0021,0.0167,0.0097,0.0018,0.0043,0.0447,0.0157,0.0281,0.0135,0.0147,0.0114,0.0051,0.0035,0.0013,0.0008,0.0011,0,0,0,0.0009,0.0003,0.0000834,0.0003,0.0000973,0
CC042,RL-25,UNC,418,0,6.73239376,4.190331698,7966800,0.31,0.668,0.169,0.0854,0.68,0.195,0.0221,0.0332,0.0041,0.0115,0.0138,0.0135,0.0033,0.0111,0.0348,0.0093,0.0235,0.0422,0.01,0.0078,0.0064,0.0003,0.0012,0.0013,0.0007,0.0000699,0,0,0.0004,0.001,0,0.0001,0,0
CC042,RL-25,UNC,419,0,6.217483944,5.342422681,12048000,0.211,0.706,0.134,0.0939,0.78,0.242,0.0254,0.0312,0.0013,0.0055,0.0139,0.0074,0.0019,0.123,0.102,0.0215,0.0254,0.0271,0.0081,0.004,0.0046,0.0013,0.0009,0.0012,0.0012,0,0,0,0.0004,0.0002,0,0,0,0
CC042,RL-25,UNC,420,0,7,5.662757832,20784000,0.165,0.614,0.147,0.144,0.826,0.291,0.0344,0.0308,0.0012,0.0059,0.0385,0.0157,0.0058,0.23,0.141,0.0933,0.05,0.0284,0.0246,0.0043,0.004,0.0004,0.002,0.0002,0.0008,0,0,0,0.0009,0.0007,0,0,0,0
CC042,RL-25,UNC,421,0,6.949390007,5.544068044,9388800,0.244,0.695,0.134,0.102,0.749,0.24,0.0312,0.0389,0.0004,0.0039,0.0127,0.0056,0.0015,0.133,0.1,0.0371,0.0223,0.0148,0.0076,0.0039,0.0013,0.0008,0.0012,0.0009,0.0007,0,0,0,0.0004,0,0,0.0006,0,0
CC042,RL-25,UNC,422,1,6.447158031,3.431363764,20652000,0.285,0.604,0.119,0.165,0.704,0.23,0.0278,0.0577,0.0012,0.0073,0.0277,0.0211,0.004,0.112,0.0744,0.0984,0.0334,0.022,0.0141,0.0043,0.0031,0.0028,0.0025,0.0009,0.0016,0,0,0,0.0005,0.0007,0.0002,0.0003,0.0003,0
CC042,RL-25,UNC,423,1,5.913813852,3.238046103,16896000,0.273,0.676,0.156,0.0781,0.717,0.188,0.0245,0.201,0.0124,0.0154,0.0211,0.0201,0.0025,0.0501,0.0644,0.0229,0.0568,0.0706,0.0217,0.0106,0.0148,0.0075,0.012,0.0041,0.0014,0.0018,0.0002,0.0000951,0.0013,0.0017,0.0002,0.0008,0.0006,0
CC042,RL-25,UNC,424,1,6.225309282,4.822821645,9609600,0.212,0.654,0.159,0.091,0.778,0.278,0.0319,0.0573,0.0014,0.0071,0.0242,0.0208,0.01,0.0801,0.181,0.0564,0.0402,0.0475,0.0452,0.0057,0.005,0.0098,0.0018,0.0012,0.0009,0,0.0002,0,0.0014,0.0008,0.0019,0.0005,0,0.0002
CC042,RL-25,UNC,425,1,6.243038049,3.835690571,18456000,0.222,0.688,0.148,0.0621,0.768,0.2,0.0302,0.097,0.0075,0.0068,0.0379,0.0228,0.0034,0.164,0.242,0.0661,0.0536,0.0291,0.0305,0.0102,0.0043,0.0069,0.0042,0.0011,0.0012,0.0007,0.0000805,0,0.0016,0.0008,0.0006,0.0004,0.0000805,0.000091
CC042,RL-25,UNC,426,1,6.100370545,4.156347201,17772000,0.228,0.695,0.16,0.0547,0.76,0.241,0.0298,0.122,0.0087,0.0096,0.0322,0.0356,0.006,0.211,0.447,0.125,0.0361,0.0509,0.0343,0.0082,0.0062,0.0056,0.0046,0.0016,0.0013,0.0003,0.0002,0,0.001,0.0016,0.0002,0.0001,0.0002,0
CC042,RL-25,Umass,427,0,6.096910013,3.736396502,13080000,0.196,0.641,0.105,0.169,0.792,0.18,0.039,0.0491,0.0021,0.009,0.0553,0.0292,0.0046,0.0542,0.0559,0.0365,0.0338,0.0415,0.011,0.0184,0.0084,0.0038,0.0026,0.0016,0.0013,0.0004,0,0,0.003,0.0019,0,0,0.0002,0
CC042,RL-25,Umass,428,0,6.672097858,4.477121255,14976000,0.157,0.609,0.105,0.179,0.831,0.331,0.0289,0.048,0.0033,0.0091,0.057,0.0364,0.0025,0.171,0.161,0.0861,0.039,0.0325,0.008,0.0067,0.0046,0.0008,0.0034,0.0015,0.0003,0.0002,0,0,0.0023,0.0005,0,0.0008,0.0002,0
CC042,RL-25,Umass,429,0,6.86923172,5.070037867,8008800,0.178,0.593,0.169,0.125,0.811,0.321,0.023,0.047,0.0022,0.0072,0.0532,0.0337,0.0068,0.0562,0.23,0.101,0.0398,0.0348,0.0111,0.0055,0.009,0.0018,0.0035,0.0005,0.0018,0,0,0,0.0005,0,0,0.0005,0,0
CC042,RL-25,Umass,430,0,6.69019608,5.462397998,10912800,0.264,0.704,0.108,0.117,0.724,0.236,0.0171,0.0341,0.0017,0.0048,0.0211,0.0261,0.0027,0.114,0.0574,0.0522,0.0158,0.0297,0.0119,0.0033,0.0031,0.0021,0.0038,0.0013,0.0019,0,0,0,0.0002,0.0001,0,0,0,0
CC042,RL-25,Umass,431,0,7.086359831,4.703291378,13272000,0.204,0.7,0.111,0.124,0.784,0.163,0.022,0.0271,0.0012,0.0029,0.0237,0.0185,0.005,0.0708,0.0501,0.0425,0.0317,0.0426,0.0365,0.006,0.0061,0.0043,0.0027,0.0015,0.0014,0.0002,0,0,0.0008,0.0007,0.0002,0.0007,0,0
CC042,RL-25,Umass,432,1,6.201397124,4.568201724,16560000,0.217,0.713,0.105,0.11,0.771,0.285,0.0309,0.0597,0.0033,0.0098,0.0339,0.0388,0.0075,0.0886,0.104,0.0804,0.0501,0.0677,0.0436,0.0105,0.0139,0.0073,0.0033,0.0008,0.0006,0,0.0003,0,0.0023,0.0018,0.0004,0.001,0.0003,0.0002
CC042,RL-25,Umass,433,1,5.187520721,3.763427994,6354000,0.28,0.765,0.113,0.0682,0.704,0.258,0.0266,0.188,0.0158,0.0086,0.0259,0.0211,0.0021,0.043,0.0382,0.0042,0.0602,0.0663,0.0297,0.0132,0.0084,0.0065,0.0099,0.0038,0.0024,0.0026,0.0004,0.0001,0.0024,0.0017,0.0001,0.0011,0.0004,0.0001
CC042,RL-25,Umass,434,1,6.086359831,4.462397998,20304000,0.259,0.684,0.145,0.102,0.729,0.22,0.0285,0.049,0.0031,0.0048,0.0326,0.0236,0.0047,0.078,0.0931,0.0703,0.0362,0.0402,0.031,0.009,0.0046,0.0066,0.0023,0.0015,0.0015,0.0002,0,0,0.0013,0.0009,0.0002,0.0004,0.0002,0.0002
CC042,RL-25,Umass,435,1,5.857332496,4.698970004,23292000,0.25,0.682,0.135,0.0786,0.742,0.221,0.0352,0.0425,0.0011,0.0065,0.0188,0.0142,0.0032,0.0659,0.129,0.0459,0.0402,0.0328,0.0244,0.0067,0.0032,0.0018,0.0015,0.0005,0.0009,0.0001,0,0,0.0007,0.0005,0.0001,0.0003,0.0002,0
CC042,RL-25,Umass,436,1,5.281033367,4.531478917,13728000,0.285,0.78,0.104,0.0567,0.698,0.347,0.0199,0.185,0.0156,0.0136,0.0354,0.0297,0.0016,0.0415,0.081,0.0372,0.0511,0.0349,0.0099,0.0117,0.0065,0.0011,0.0111,0.004,0.0016,0.0025,0.0019,0,0.0032,0.0027,0,0.001,0.0008,0
C57BL/6,RL-25,Jax,437,0,,5.491361694,25992000,0.515,0.42,0.419,0.066,0.446,0.557,0.0454,0.0151,0.0009,0.677,0.314,0.129,0.0647,0.0839,0.0686,0.0378,0.0682,0.0308,0.0143,0.0267,0.0103,0.001,0.0046,0.0016,0.001,0.0013,0.0005,0.0001,0.0129,0.0062,0.0004,0.0058,0.0025,0.0002
C57BL/6,RL-25,Jax,438,0,6.467361417,3.934498451,30648000,0.385,0.498,0.328,0.0798,0.563,0.568,0.0344,0.0287,0.0026,0.675,0.355,0.145,0.052,0.115,0.0914,0.0868,0.121,0.0775,0.0252,0.0631,0.0308,0.0021,0.0109,0.0047,0.001,0.005,0.0031,0.0000455,0.0322,0.0203,0.0014,0.0173,0.0118,0.0006
C57BL/6,RL-25,Jax,439,0,6.230448921,5.118925753,18360000,0.415,0.524,0.341,0.044,0.529,0.731,0.0153,0.0087,0.0011,0.796,0.504,0.217,0.0823,0.31,0.127,0.157,0.191,0.0989,0.0506,0.0638,0.028,0.0045,0.0076,0.0028,0.0009,0.0048,0.0014,0.0002,0.0404,0.0186,0.0012,0.0221,0.0107,0.0007
C57BL/6,RL-25,Jax,440,0,6.934498451,6.025305865,17304000,0.354,0.435,0.405,0.0595,0.611,0.625,0.0259,0.0131,0.0011,0.725,0.429,0.24,0.142,0.219,0.136,0.132,0.144,0.0729,0.0418,0.0461,0.0154,0.0058,0.0095,0.0022,0.0017,0.0041,0.0008,0.0003,0.0261,0.0069,0.0017,0.0143,0.0026,0.0006
C57BL/6,RL-25,Jax,441,0,6.021189299,5.146128036,23376000,0.357,0.544,0.318,0.0476,0.589,0.659,0.0224,0.0182,0.0021,0.749,0.491,0.21,0.0858,0.256,0.157,0.0972,0.177,0.113,0.0624,0.0946,0.0404,0.0045,0.0113,0.0042,0.0013,0.0054,0.0028,0.0001,0.0567,0.0293,0.0019,0.0305,0.0186,0.001
C57BL/6,RL-25,Jax,442,1,5.31386722,2.744292983,19104000,0.337,0.649,0.209,0.0449,0.615,0.58,0.0671,0.0698,0.0052,0.779,0.42,0.196,0.134,0.206,0.0916,0.13,0.182,0.0887,0.0698,0.079,0.0307,0.0133,0.032,0.0094,0.0062,0.0117,0.0053,0.0022,0.0426,0.0197,0.0089,0.0245,0.0119,0.0056
C57BL/6,RL-25,Jax,443,1,5.123851641,3.113943352,19068000,0.34,0.543,0.314,0.0611,0.626,0.462,0.0449,0.0471,0.0034,0.616,0.301,0.11,0.0461,0.114,0.0473,0.0502,0.154,0.0617,0.0303,0.0675,0.022,0.0058,0.0207,0.0047,0.0025,0.0091,0.0024,0.0011,0.0372,0.0134,0.004,0.0226,0.0068,0.0023
C57BL/6,RL-25,Jax,444,1,5.575187845,2.892094603,16824000,0.367,0.528,0.327,0.061,0.598,0.489,0.0438,0.0281,0.0018,0.632,0.284,0.096,0.0202,0.11,0.0346,0.0311,0.136,0.0393,0.0024,0.0543,0.0159,0.001,0.0142,0.0016,0.0005,0.0046,0.0003,0.0005,0.0293,0.0092,0.0002,0.019,0.0038,0.0002
C57BL/6,RL-25,Jax,445,1,5.240549248,4.290034611,24708000,0.318,0.538,0.319,0.0578,0.652,0.559,0.0307,0.0289,0.0016,0.715,0.383,0.12,0.0378,0.185,0.0713,0.0722,0.165,0.0393,0.0115,0.0578,0.0148,0.0013,0.0157,0.0025,0.0005,0.0059,0.0012,0.0000523,0.0366,0.0092,0.0009,0.0205,0.0047,0.0005
C57BL/6,RL-25,Jax,446,1,5.857332496,3.431363764,18276000,0.341,0.536,0.303,0.0521,0.623,0.519,0.0453,0.0124,0.0006,0.637,0.341,0.0909,0.0333,0.135,0.0452,0.0271,0.127,0.0141,0.0038,0.0434,0.0036,0.0001,0.0071,0.0004,0.0003,0.0027,0.0002,0.000056,0.0239,0.0015,0,0.0149,0.0008,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC040,RL-29,UNC,490,0,8.127104798,3.763427994,26976000,0.123,0.503,0.154,0.243,0.868,0.194,0.142,0.0072,0.0012,0.687,0.204,0.0577,0.0549,0.107,0.0106,0.0343,0.235,0.109,0.0963,0.0253,0.0055,0.0017,0.018,0.0077,0.0078,0.0044,0.0027,0,0.0175,0.0049,0.0006,0.0297,0.0093,0.005
CC040,RL-29,UNC,491,0,6.45331834,3.544068044,16716000,0.227,0.582,0.145,0.203,0.747,0.504,0.0425,0.0181,0.0242,0.785,0.375,0.142,0.0931,0.0886,0.0359,0.0378,0.283,0.195,0.131,0.0303,0.0162,0.0022,0.0145,0.0088,0.0095,0.0052,0.0045,0.0011,0.022,0.0149,0.0018,0.0377,0.0188,0.007
CC040,RL-29,UNC,492,0,7.632457292,4.515873844,25860000,0.0994,0.444,0.265,0.195,0.887,0.467,0.0668,0.0097,0.01,0.783,0.389,0.191,0.181,0.0759,0.0602,0.0612,0.272,0.173,0.219,0.0279,0.0123,0.0022,0.019,0.0123,0.0148,0.0068,0.0047,0.0015,0.0195,0.01,0.0015,0.0321,0.0287,0.0155
CC040,RL-29,UNC,493,0,7.42975228,4.477121255,19644000,0.0792,0.604,0.131,0.186,0.915,0.179,0.147,0.0163,0.0063,0.679,0.189,0.0523,0.0328,0.074,0.0325,0.0334,0.277,0.157,0.0789,0.0709,0.0145,0.0048,0.0297,0.007,0.0044,0.0063,0.0005,0,0.038,0.0103,0.0028,0.0728,0.0206,0.008
CC040,RL-29,UNC,494,0,7.127104798,2.942834494,26914800,0.0636,0.254,0.0939,0.512,0.931,0.199,0.125,0.0507,0.0158,0.857,0.113,0.0392,0.0191,0.012,0.0119,0,0.278,0.245,0.16,0.0419,0.0294,0.0076,0.0517,0.0245,0.0076,0,0.0049,0,0.0197,0.0098,0.0038,0.0493,0.0245,0.0076
CC040,RL-29,UNC,495,1,7.62324929,2.322219295,21660000,0.159,0.506,0.246,0.186,0.827,0.228,0.0486,0.0134,0.0075,0.582,0.135,0.0469,0.033,0.035,0.0093,0.0166,0.22,0.0884,0.0647,0.024,0.0055,0.0011,0.0193,0.0045,0.0035,0.005,0.0003,0.0007,0.0093,0.0045,0.0007,0.0228,0.0079,0.0035
CC040,RL-29,UNC,496,1,8.120573931,2.795880017,10250400,0.0866,0.51,0.255,0.172,0.905,0.211,0.196,0.0172,0.0041,0.646,0.141,0.0353,0.0376,0.116,0.0551,0.0493,0.193,0.0881,0.0584,0.0232,0.0042,0.0007,0.0244,0.0057,0.0042,0.004,0.0005,0.0007,0.0102,0.0033,0.0007,0.021,0.0047,0.0014
CC040,RL-29,UNC,497,1,8.176091259,2.716003344,16308000,0.0933,0.566,0.189,0.181,0.895,0.479,0.069,0.0097,0.0099,0.776,0.404,0.163,0.124,0.155,0.0647,0.0776,0.286,0.145,0.103,0.017,0.0076,0.0015,0.0152,0.0113,0.006,0.0049,0.0047,0.0004,0.0097,0.0065,0.0011,0.0182,0.0098,0.0034
CC040,RL-29,UNC,498,1,7.08278537,2.809559715,8295600,0.371,0.224,0.14,0.0657,0.621,0.135,0.0846,0.0258,0.0064,0.667,0.0408,0.0166,0.005,0.0092,0.0044,0,0.109,0.0698,0.0392,0.0121,0.0041,0.0032,0.0242,0.0069,0.0109,0.0017,0,0,0.0035,0.0014,0.0014,0.0161,0.0076,0.0068
CC040,RL-29,UNC,499,1,7.146128036,2.922552467,16248000,0.0803,0.484,0.264,0.134,0.908,0.239,0.237,0.0186,0.0042,0.718,0.152,0.0421,0.0119,0.105,0.028,0.0487,0.17,0.114,0.106,0.054,0.0062,0.0016,0.0334,0.0069,0.0051,0.0046,0.0015,0,0.0284,0.0033,0.0003,0.0536,0.012,0.0048
C57BL/6,RL-29,Jax,500,0,5.73239376,3.908485019,10006800,0.566,0.45,0.384,0.128,0.417,0.41,0.0425,0.0145,0.0084,0.565,0.273,0.0546,0.033,0.0742,0.0132,0.0129,0.161,0.0558,0.0438,0.0206,0.004,0.0015,0.0184,0.0174,0.0143,0.0062,0.0023,0.0009,0.0125,0.0031,0.0013,0.0288,0.0101,0.0066
C57BL/6,RL-29,Jax,501,0,6.294466226,5.216165902,15540000,0.478,0.429,0.347,0.143,0.491,0.608,0.0345,0.0099,0.0147,0.708,0.443,0.115,0.0537,0.191,0.04,0.0382,0.22,0.1,0.0422,0.0369,0.0109,0.0024,0.0169,0.0087,0.0064,0.0095,0.0028,0.001,0.0274,0.0098,0.0018,0.0537,0.0223,0.0155
C57BL/6,RL-29,Jax,502,0,6.200485698,4.681241237,11398800,0.542,0.535,0.329,0.102,0.425,0.596,0.0271,0.0103,0.0117,0.69,0.427,0.117,0.0815,0.185,0.0321,0.0444,0.231,0.103,0.0792,0.0356,0.015,0.0033,0.022,0.0104,0.011,0.0125,0.0041,0.0018,0.0264,0.0137,0.0028,0.0492,0.0245,0.0104
C57BL/6,RL-29,Jax,503,0,5.851258349,5.021189299,10908000,0.471,0.493,0.379,0.0963,0.495,0.618,0.0308,0.0089,0.0102,0.734,0.424,0.115,0.0757,0.224,0.0507,0.0539,0.226,0.093,0.0596,0.0288,0.007,0.0025,0.0212,0.0066,0.0043,0.0104,0.0032,0.0006,0.0209,0.0062,0.0019,0.0451,0.0145,0.0138
C57BL/6,RL-29,Jax,504,0,5.72427587,4.264030344,9224400,0.48,0.468,0.376,0.124,0.493,0.503,0.0454,0.0154,0.013,0.623,0.371,0.0601,0.0505,0.194,0.0294,0.0458,0.239,0.0532,0.0509,0.0522,0.0109,0.0031,0.0155,0.0053,0.0042,0.0086,0.002,0.0005,0.038,0.0095,0.0026,0.0668,0.0171,0.0077
C57BL/6,RL-29,Jax,505,1,5.693140461,3.873126764,9046800,0.52,0.485,0.367,0.0858,0.456,0.392,0.0342,0.031,0.0271,0.504,0.275,0.0556,0.0248,0.0873,0.0242,0.02,0.145,0.041,0.0378,0.0115,0.0031,0.0012,0.0201,0.0134,0.0154,0.0047,0.0015,0.0006,0.0101,0.0031,0.0009,0.0212,0.0073,0.0048
C57BL/6,RL-29,Jax,506,1,5.08278537,4.06694679,20640000,0.417,0.473,0.357,0.127,0.561,0.396,0.0599,0.0539,0.0261,0.641,0.272,0.038,0.0358,0.0872,0.0112,0.0135,0.238,0.0554,0.072,0.0556,0.0051,0.005,0.0506,0.013,0.0223,0.0248,0.0048,0.0037,0.0369,0.0038,0.004,0.0741,0.0103,0.0128
C57BL/6,RL-29,Jax,507,1,5.712649702,4.272615061,17076000,0.44,0.504,0.325,0.135,0.529,0.54,0.0496,0.0184,0.0152,0.7,0.353,0.0748,0.0498,0.121,0.0184,0.0281,0.197,0.0629,0.0597,0.0308,0.0035,0.0003,0.0168,0.0098,0.0082,0.0068,0.0019,0.0011,0.0209,0.0026,0.0002,0.0443,0.0154,0.005
C57BL/6,RL-29,Jax,508,1,5.54241043,4.312459457,15804000,0.417,0.516,0.353,0.0979,0.558,0.466,0.0482,0.0229,0.0106,0.656,0.336,0.0511,0.055,0.137,0.0139,0.023,0.195,0.0605,0.0702,0.0539,0.0056,0.0063,0.0274,0.0106,0.0095,0.0126,0.0016,0.0011,0.0331,0.0049,0.0054,0.063,0.0101,0.0209
C57BL/6,RL-29,Jax,509,1,5.354108439,3.039414119,15792000,0.374,0.5,0.348,0.121,0.603,0.409,0.0531,0.0146,0.0095,0.562,0.23,0.0259,0.0177,0.0541,0.0016,0.0055,0.17,0.0433,0.0374,0.0277,0.0024,0.0012,0.0135,0.0048,0.0081,0.006,0.0012,0.0007,0.018,0.0021,0.001,0.0359,0.0033,0.0051
